10;250;0;0;197;249.687;-3;-0.313334;703;248.19;3;-1.8103;390;249.573;-0.4268;0;0;0
10;250;0;0;194;249.373;-3;-0.313334;706;246.379;3;-1.8103;390;248.732;-0.840796;0;0;0
10;250;0;0;191;249.06;-3;-0.313334;709;244.569;3;-1.8103;390;247.49;-1.24237;0;0;0
10;250;0;0;188;248.747;-3;-0.313334;712;242.759;3;-1.8103;390;245.858;-1.6319;0;0;0
10;250;0;0;185;248.433;-3;-0.313334;715;240.948;3;-1.8103;390;243.848;-2.00974;0;0;0
10;250;0;0;182;248.12;-3;-0.313334;718;239.138;3;-1.8103;390;241.472;-2.37625;0;0;0
10;250;0;0;179;247.807;-3;-0.313334;721;237.328;3;-1.8103;390;238.74;-2.73176;0;0;0
10;250;0;0;176;247.493;-3;-0.313334;724;235.518;3;-1.8103;390;235.664;-3.07661;0;0;0
10;250;0;0;173;247.18;-3;-0.313334;727;233.707;3;-1.8103;390;233.106;-2.55751;0;0;0
10;250;0;0;170;246.867;-3;-0.313334;730;231.897;3;-1.8103;390;231.052;-2.05399;0;0;0
10;250;0;0;167;246.553;-3;-0.313334;733;230.087;3;-1.8103;390;229.487;-1.56557;0;0;0
10;250;0;0;164;246.24;-3;-0.313334;736;228.276;3;-1.8103;390;228.395;-1.0918;0;0;0
10;250;0;0;161;245.927;-3;-0.313334;739;226.466;3;-1.8103;390;227.763;-0.632247;0;0;0
10;250;0;0;158;245.613;-3;-0.313334;742;224.656;3;-1.8103;390;227.576;-0.18648;0;0;0
10;250;0;0;155;245.3;-3;-0.313334;745;222.845;3;-1.8103;390;227.822;0.245914;0;0;0
10;250;0;0;152;244.987;-3;-0.313334;748;221.035;3;-1.8103;390;228.487;0.665337;0;0;0
10;250;0;0;149;244.673;-3;-0.313334;751;219.225;3;-1.8103;390;229.56;1.07218;0;0;0
10;249.573;-0.4268;0;146;244.36;-3;-0.313334;754;217.415;3;-1.8103;390;231.026;1.46681;0;1;0
10;248.732;-0.840796;0;143;244.047;-3;-0.313334;757;215.604;3;-1.8103;390;232.876;1.84961;0;1;0
10;247.49;-1.24237;0;140;243.733;-3;-0.313334;760;213.794;3;-1.8103;390;235.097;2.22092;0;1;0
10;245.858;-1.6319;0;137;243.42;-3;-0.313334;763;211.984;3;-1.8103;390;236.824;1.72749;0;1;0
10;243.848;-2.00974;0;134;243.107;-3;-0.313334;766;210.173;3;-1.8103;390;238.073;1.24887;0;1;0
